1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,-2
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,1
1.0010086776957903,0
1.0010086776957903,1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,1
1.0010086776957903,0
1.0010086776957903,0
1.0010086776957903,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-2
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,2
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,2
1.0,2
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,1
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-2
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-2
1.0,0
1.0,0
1.0,0
1.0,0
1.0,2
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,-4
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,-2
1.0,0
1.0,-1
1.0,0
1.0,-1
1.0,0
1.0,0
1.0,0
0.8759326434177975,0
